plateifu,mangaid,dr7objid,ra,dec
8935-12705,1-404191,587739706328088754,195.09459,28.574474
8934-6101,1-404155,587739706328416331,195.83252,28.617268
8949-12703,1-404152,587739706328416408,195.86633,28.564222
8934-12701,1-403703,587739706328481945,196.16275,28.628864
8934-6104,1-404135,587739706328678407,196.52293,28.592953
8984-1901,1-395547,587739706331299849,203.24045,27.717838
8982-12703,1-395528,587739706331496519,203.80666,27.630148
8935-12703,1-623447,587739706864762917,194.57599,29.128798
8935-9101,1-404184,587739706865090796,195.43324,28.99954
8935-9102,1-403720,587739706865287333,196.0426,29.01543
8934-12704,1-404168,587739706865352783,196.07469,29.02953
8984-3701,1-395593,587739706868039785,203.082,28.317217
8984-3703,1-395734,587739707941716007,203.08722,29.076233
8322-1901,1-625070,587739709013753946,198.78423,30.403774
8322-6102,1-401757,587739709014343794,200.29407,30.334612
8322-6101,1-401783,587739709014474834,200.53224,30.144411
8935-3702,1-404279,587739719216922635,194.23572,28.623354
8480-9101,50-7,587739719216988184,194.38313,28.476938
8935-12702,1-404260,587739719216988288,194.35439,28.495895
8935-3703,1-404265,587739719217053782,194.56276,28.521784
8931-3703,1-404231,587739719217184845,194.84648,28.488605
9876-9101,1-404243,587739719217184880,194.9221,28.507202
9876-6104,1-623710,587739719217315941,195.1828,28.416332
8932-6104,1-404171,587739719217446926,195.53607,28.387104
8934-12705,1-403685,587739719217905748,196.81734,28.283926
8935-12704,1-403664,587739719217971276,196.97308,28.38313
8984-12705,1-458137,587739719220854813,204.35345,27.419212
8952-6102,1-405986,587739719221051538,204.91203,27.404589
8935-12701,1-404249,587739719753859239,194.5234,29.017355
8934-6103,1-404200,587739719754186860,195.31564,28.872171
9876-6103,1-404164,587739719754317972,195.64801,28.745232
8934-9102,1-403693,587739719754645613,196.56313,28.712297
8934-12703,1-403684,587739719754776723,196.78424,28.633299
8984-9102,1-626669,587739719757529114,203.85023,27.911898
8952-1901,1-395508,587739719757529195,203.96504,27.866837
8984-12704,1-395533,587739719757529279,203.93768,27.867609
8952-6103,1-626829,587739719757856834,204.67416,27.74242
8952-6104,1-405999,587739719757922345,204.93396,27.77646
7495-3703,12-110756,587739719758053534,205.24318,27.726427
7495-1901,12-110746,587739719758184528,205.53998,27.570372
8984-12701,1-395643,587739720293548116,201.73338,28.56092
8984-9101,1-395622,587739720293613588,201.97192,28.508184
8984-3702,1-395617,587739720293613670,202.04602,28.655552
8984-6103,1-395601,587739720293810308,202.48074,28.519562
8322-3701,1-419028,587739721903046683,199.06647,30.264519
8443-6102,1-422969,587739809410514985,207.0616,24.777746
8443-12703,1-422823,587739809410973918,208.2602,24.560219
9881-3703,1-458301,587739809946468414,204.89137,25.556114
9881-6103,1-458223,587739809946796193,205.63817,25.3449
9881-6104,1-627173,587739809946861646,205.93398,25.392147
8443-3701,1-422976,587739809947385861,207.07431,25.12389
8443-12704,1-422933,587739809947516992,207.46893,25.190884
8443-1901,1-422898,587739809947648018,207.76923,25.08311
8443-1902,1-424438,587739809947910307,208.52252,24.966635
8983-6103,1-457869,587739810483208307,204.62361,26.07755
8952-9101,1-458168,587739810483208313,204.63168,26.10545
8983-6102,1-458270,587739810483404902,205.18289,25.90837
8952-1902,1-458272,587739810483405033,205.1778,26.00869
8443-3702,1-423101,587739810484191255,207.06708,25.73349
8952-12701,1-626830,587739811020079320,204.68382,26.32854
7495-12702,12-129612,587739811020210392,205.07483,26.349571
8952-12702,1-627000,587739811020341405,205.32115,26.272057
8983-1902,1-627086,587739811020472346,205.60672,26.212437
8952-3701,1-458459,587739811020472469,205.63583,26.23274
8983-12703,1-627108,587739811020472509,205.67247,26.239798
7495-9102,12-129609,587739811557015579,204.88452,26.777527
7495-1902,12-129608,587739811557081182,205.04477,26.84104
8952-3703,1-458395,587739812094083097,205.44092,27.106352
9881-12703,1-626840,587739826586976286,204.73889,24.980232
9881-1901,1-458316,587739826587041856,204.80692,24.893087
9881-9102,1-458248,587739827124109333,205.38655,25.312126
8443-6103,1-627397,587739827124633668,206.76906,24.996496
8443-9102,1-422974,587739827124830314,207.14246,24.891466
8443-3704,1-422911,587739827124961462,207.58388,24.935946
8443-6104,1-627945,587739827125289043,208.3883,24.875233
8443-9101,1-592031,587739827661176937,206.01694,25.663502
8443-12705,1-424415,587739827662225513,208.5921,25.15309
7495-6102,12-192116,587739828197392480,204.51291,26.338175
7495-12701,12-192120,587739828197458035,204.57954,26.198462
8983-3701,1-626822,587739828197458078,204.6358,26.13474
8983-3704,1-423024,587739828198047773,206.00793,25.941196
8952-3704,1-458209,587739828198047876,206.08572,26.084171
8983-6104,1-423049,587739828198375513,206.83833,25.84193
7495-3704,12-129601,587739828734263380,204.58627,26.759762
8983-3702,1-458148,587739828734263436,204.54443,26.743208
8952-3702,1-458359,587739828734328956,204.66852,26.730656
8952-12704,1-626979,587739828734591062,205.23578,26.486742
8952-9102,1-458448,587739828734722071,205.6328,26.48723
7495-12705,12-129629,587739828734722156,205.60928,26.536844
8983-9102,1-458499,587739828734787671,205.87137,26.49354
8952-12705,1-458504,587739828734853252,206.03613,26.34891
7495-3702,12-192149,587739829271330915,205.00804,26.978872
8983-3703,1-458396,587739829271461995,205.43835,27.004715
8952-12703,1-458515,587739829271855250,206.47069,26.775173
8443-3703,1-422430,587739829272248434,207.42203,26.717009
8241-12705,1-605282,587741386202218596,127.63199,18.206102
8241-1902,1-460436,587741387275042850,125.272804,17.819822
8241-12704,1-460461,587741387275370778,125.91513,18.299944
8241-12701,1-460305,587741420561826057,125.69752,17.330887
8241-12703,1-460862,587741420562284750,126.671776,17.838673
8241-9101,1-460840,587741420562350468,126.89801,17.918514
8241-3703,1-460882,587741421099155681,126.46116,18.166697
8241-12702,1-460434,587741421635502445,125.21871,18.015553
8241-6104,1-460463,587741421635830068,125.88038,18.448154
8241-3702,1-460404,587741422172700731,125.63421,18.744333
8241-3704,1-460912,587741490891325518,126.56889,17.362436
8241-9102,1-460812,587741490891587680,127.1708,17.581402
8241-6101,1-461292,587741533304127705,127.048485,17.374714
8241-6102,1-460288,587741533840670747,126.05963,17.331963
8241-3701,1-460293,587741533840801809,126.33273,17.482054
9881-3702,1-457872,587741600428916778,203.81166,25.044744
8933-12701,1-456759,587741600961921268,194.14435,26.455183
8982-3701,1-457523,587741600965132436,202.28944,25.757143
8983-12702,1-457871,587741600965787766,203.80968,25.582277
8983-6101,1-457875,587741600965787800,203.84177,25.449171
9863-9101,1-455654,587741601498333314,192.9372,27.018353
8480-3701,1-456757,587741601498792081,194.15005,26.90477
9863-3703,1-456704,587741601498923057,194.5132,26.91597
8982-1902,1-457547,587741601501872189,201.92062,26.06164
8983-1901,1-457905,587741601502593091,203.79582,25.946959
8983-12705,1-626684,587741601502658587,203.91003,25.875254
9863-3702,1-455918,587741602035073164,192.65434,27.482983
8931-12702,1-622911,587741602035138654,192.76494,27.36997
8931-3701,1-456434,587741602035138671,192.78845,27.406828
8950-9101,1-456821,587741602035400809,193.4443,27.385777
8949-12701,1-456405,587741602035466319,193.6031,27.36395
8932-6103,1-456370,587741602035662961,194.099,27.23399
8932-12701,1-456376,587741602035662967,194.11906,27.291273
9876-3702,1-456714,587741602035794045,194.57762,27.310818
9876-3701,1-456710,587741602035859478,194.60542,27.199991
8932-3701,1-456306,587741602035859537,194.65535,27.176605
9876-12702,1-456717,587741602035859630,194.63806,27.364367
8935-6103,1-456289,587741602035990573,195.02615,27.300707
8932-3704,1-456656,587741602036187263,195.523,27.29727
8982-6101,1-457753,587741602038349981,201.09335,26.781559
8982-9101,1-457811,587741602038612020,201.71364,26.591244
8982-9102,1-626395,587741602039005241,202.68918,26.521591
8983-12701,1-626658,587741602039463988,203.8302,26.424763
8934-3701,1-456772,587741602572468265,194.02542,27.678102
8933-6103,1-456768,587741602572468285,194.08247,27.751028
8933-12704,1-456769,587741602572468348,194.10959,27.727253
8933-3701,1-456537,587741602572533840,194.14236,27.687336
8935-3701,1-456773,587741602572533842,194.14972,27.718826
8950-3704,1-456744,587741602572599434,194.33167,27.61379
8932-12702,1-456865,587741602572599504,194.44234,27.757032
8933-6101,1-456567,587741602572730378,194.63167,27.6735
9876-12703,1-456916,587741602572730428,194.6975,27.674725
8949-1902,1-456691,587741602572730484,194.74211,27.59471
8931-6103,1-591183,587741602572795907,194.80623,27.774591
9876-3703,1-456616,587741602572795988,194.91586,27.576473
8950-6103,1-456937,587741602572795999,194.94644,27.710299
8931-12705,1-456935,587741602572861532,195.00621,27.731268
8950-3703,1-456634,587741602572861578,195.04338,27.595005
8935-6104,1-457196,587741602573058113,195.53282,27.648298
9876-3704,1-457163,587741602573058178,195.50432,27.65297
8934-6102,1-457009,587741602573254708,196.04688,27.490438
8949-9101,1-457215,587741602573254809,196.0686,27.50638
8934-9101,1-457004,587741602573320403,196.26376,27.537052
8949-9102,1-457223,587741602573320413,196.28525,27.512821
8982-12701,1-457815,587741602575417541,201.66187,27.039854
8982-3702,1-457813,587741602575548491,201.90698,26.965721
8982-6102,1-458027,587741602575614097,202.08601,27.026058
8982-6104,1-626502,587741602576007250,203.05704,26.949968
9863-9102,1-456471,587741603109142532,193.4747,28.186588
8931-9102,1-456526,587741603109404715,194.16002,28.106268
8935-6102,1-456516,587741603109404748,194.19113,28.05161
9863-6102,1-456518,587741603109470349,194.40497,28.040377
8932-12703,1-456583,587741603109535781,194.55751,28.182547
8479-6103,50-8,587741603109601321,194.76625,28.1237
8949-1901,1-623581,587741603109666984,194.85757,28.186981
8949-6103,1-623593,587741603109667034,194.90619,28.166134
8949-12704,1-456881,587741603109667090,194.95952,28.144377
8931-3704,1-456631,587741603109667117,194.99005,28.0651
9863-12703,1-456894,587741603109732396,195.03636,28.159855
9863-1901,1-591255,587741603109732420,195.0536,28.075495
9863-6103,1-456632,587741603109732532,195.02246,28.024448
9876-1901,1-456877,587741603109732548,195.0464,28.065247
8933-6104,1-456947,587741603109798108,195.2893,28.033113
8949-3702,1-457153,587741603110060156,195.84488,27.935965
9876-9102,1-457147,587741603110060170,195.85555,28.013994
9876-6102,1-457151,587741603110060187,195.88014,28.092308
8935-1901,1-457177,587741603110060245,195.94283,27.986916
8932-9101,1-457175,587741603110125590,196.03319,27.964947
8932-9102,1-457236,587741603110322371,196.65164,27.87295
8982-6103,1-457781,587741603112157336,201.33458,27.474777
8984-6104,1-458138,587741603113271314,204.15071,27.24218
9863-3704,1-456418,587741720675614787,193.17119,26.365824
9876-12705,1-457097,587741720676794374,196.06177,26.116215
8982-12705,1-626533,587741720679612428,203.16232,25.441177
8950-12701,1-455684,587741721212158146,192.3564,26.786472
9863-3701,1-455659,587741721212289196,192.61092,26.735329
8931-12701,1-455661,587741721212354704,192.88864,26.769815
8933-12702,1-456320,587741721212813336,194.00731,26.756624
8934-3703,1-457122,587741721213272074,195.12146,26.67535
8982-3704,1-457932,587741721216549062,203.42561,25.748777
8931-6102,1-455685,587741721749029047,192.36551,27.267633
8931-6101,1-455681,587741721749029065,192.39723,27.19762
8931-9101,1-455633,587741721749291215,193.07384,27.085535
8931-1901,1-456371,587741721749684330,194.01656,27.15043
8931-1902,1-591068,587741721749749835,194.18132,27.034758
8932-12705,1-456353,587741721749815341,194.3455,26.987751
8931-6104,1-456355,587741721749815427,194.29982,27.103336
8935-3704,1-456708,587741721749881039,194.5501,27.127634
8932-6101,1-456337,587741721749946411,194.6515,27.104136
8950-6101,1-456309,587741721750011916,194.76933,26.958185
8950-1901,1-456687,587741721750012079,194.81946,27.106142
8950-12702,1-456286,587741721750077607,195.0191,27.03247
8982-1901,1-458044,587741721752830080,202.05704,26.456526
8982-12704,1-458105,587741721753354398,203.38773,26.271963
7495-3701,12-129446,587741721753616515,203.94362,26.101881
8931-3702,1-456381,587741722286555266,194.06094,27.506304
8932-1901,1-456540,587741722286620777,194.17662,27.548262
8934-3704,1-456380,587741722286620795,194.19905,27.420994
8479-9101,50-6,587741722286686255,194.3515,27.497818
8931-12704,1-456341,587741722286751875,194.5065,27.489668
8950-1902,1-456308,587741722286882838,194.8071,27.402565
8931-12703,1-456693,587741722286882913,194.82687,27.513506
8949-12705,1-456637,587741722286948511,195.1049,27.552256
9863-12701,1-457140,587741722286948549,195.13979,27.504122
8950-12704,1-456288,587741722287014018,195.20801,27.40578
8949-3704,1-457146,587741722287014069,195.27579,27.397823
8949-6104,1-456658,587741722287472793,196.4382,27.315414
8933-1902,1-457235,587741722287538245,196.57587,27.255045
8984-6101,1-458033,587741722289766578,202.32204,26.78838
9863-6101,1-455924,587741722822967355,192.93243,27.962837
8950-9102,1-456842,587741722823360625,193.83333,27.866686
8934-3702,1-456508,587741722823360645,193.86739,27.949686
8950-3702,1-456505,587741722823426225,193.999,27.955069
8950-12705,1-456915,587741722823688237,194.73318,27.833384
8933-1901,1-456590,587741722823688293,194.76933,27.910975
8933-12705,1-456914,587741722823688362,194.79018,27.867388
9863-12702,1-456589,587741722823688600,194.83406,27.885986
8933-6102,1-456925,587741722823753783,194.85555,27.967922
8950-12703,1-456610,587741722823753808,194.87485,27.956423
8480-12701,50-2,587741722823753811,194.89879,27.95926
8932-1902,1-456924,587741722823753834,194.87253,27.850132
9876-1902,1-456618,587741722823754125,194.9786,27.796
8479-12701,50-1,587741722823819271,195.03387,27.976942
9863-12704,1-591260,587741722823819353,195.06883,27.96751
8950-6104,1-456936,587741722823819455,195.02621,27.775763
8949-3701,1-456635,587741722823819516,195.08405,27.8435
9863-12705,1-456639,587741722823819576,195.13548,27.766146
9863-6104,1-623756,587741722823884930,195.28848,27.818314
8949-6102,1-623758,587741722823884931,195.2946,27.802896
9863-1902,1-456974,587741722823885065,195.3068,27.91426
8933-3704,1-457130,587741722823885080,195.33049,27.860466
8934-12702,1-456984,587741722823950350,195.35886,27.885986
8932-3703,1-457176,587741722824147133,196.0198,27.85053
8984-6102,1-457816,587741722826506372,201.90056,27.138023
8984-1902,1-458052,587741722826768427,202.69507,27.092495
8984-3704,1-458127,587741722827096117,203.55064,27.00318
8933-3703,1-456904,587741723360690314,195.18428,28.337269
8934-1901,1-456973,587741723360821368,195.43407,28.21436
9876-6101,1-623893,587741723360886786,195.55328,28.214836
8949-3703,1-624035,587741723360952470,195.87512,28.274702
8934-1902,1-457204,587741723361083530,196.15375,28.250511
8933-12703,1-457198,587741723361149025,196.30212,28.152426
8935-1902,1-457206,587741723361214477,196.45357,28.10653
8932-12704,1-457200,587741723361214573,196.47285,28.112432
8984-12702,1-458124,587741723363967127,203.59567,27.461336
8984-12703,1-626689,587741723364098225,203.9324,27.409412
8320-6103,1-519720,587741724976480405,205.88347,22.49796
8311-6103,1-522789,587741725512106089,202.9005,23.314083
8311-3703,1-626924,587741725512958049,205.01218,23.142975
9881-12705,1-523085,587741725513154572,205.37358,23.166946
8320-12702,1-523065,587741725513482358,206.21346,23.021503
8320-12704,1-523027,587741725513547903,206.40082,22.995016
8311-3702,1-522735,587741726049435771,203.9721,23.757456
8320-9101,1-523050,587741726050353203,206.31383,23.316532
8311-1901,1-523154,587741726586503225,204.59712,23.97216
9881-12702,1-523178,587741726586699877,204.99905,24.008074
8320-1901,1-523238,587741726587158569,206.14424,23.796606
9881-6102,1-523167,587741727123570765,205.21317,24.473295
8443-12701,1-592100,587741727124422768,207.32504,24.095201
9881-3701,1-523239,587741727660769451,205.98122,24.680012
8448-12702,1-486243,587741815178395657,166.01562,22.636852
8448-6101,1-486227,587741815715266736,165.96194,23.006485
8448-3702,1-487488,587741828047175844,166.62544,22.924059
8448-12704,1-487449,587741828047175916,166.73975,22.835869
