plateifu,mangaid,dr7objid,ra,dec
8131-9101,1-604748,587737809564532781,112.57338,39.94193
8131-6103,1-338283,587737809564598721,112.67069,40.19178
8566-6103,1-338566,587737809565516079,113.89833,41.96357
8566-9101,1-338559,587737809565581570,113.981995,42.203354
8137-1901,1-338677,587737809565712580,114.18625,42.443726
8137-3704,1-338828,587737809566630224,115.64155,44.21587
8138-12701,1-338829,587737809566630231,115.63345,44.233868
8138-6101,1-339010,587737809566892231,115.96402,44.72432
8138-6104,1-339258,587737809567744297,117.291504,46.46189
8720-6103,1-351818,587737809569644616,120.60696,50.236923
8720-1901,1-351790,587737809569906797,121.14795,50.70854
8715-12704,1-351792,587737809569906932,121.17237,50.718494
8715-6104,1-351919,587737809570168882,121.83437,51.131603
8716-9102,1-352103,587737809570824277,123.03963,52.455242
8716-3704,1-352081,587737809571021062,123.58771,52.773483
8131-3704,1-338044,587737810101338341,111.97529,40.09198
8131-6102,1-338060,587737810101338410,112.070724,40.08409
8131-1901,1-338389,587737810101731577,112.55775,40.885647
8566-3702,1-338600,587737810102255990,113.365524,41.88579
8138-12702,1-338963,587737810103697801,115.31628,44.91603
8134-9102,1-339163,587737810104287350,116.28021,46.07241
8138-1901,1-339233,587737810104549627,116.76382,46.5345
8567-3704,1-378401,587737810105270500,117.904366,48.0005
8567-12701,1-351614,587737810106056855,119.257774,49.567356
8715-3704,1-351815,587737810106384646,119.99773,50.096943
8715-6102,1-378753,587737810106515749,119.98828,50.427715
8716-12704,1-352245,587737810108088556,123.259865,53.51931
8239-12704,1-378403,587737810642141308,117.451355,48.129566
8239-6102,1-351563,587737810642403487,117.8639,48.59501
8715-3702,1-604907,587737810643517516,119.92065,50.83998
8715-3703,1-379124,587737810643910952,120.54739,51.734875
8716-6104,1-379490,587737810645221588,123.19157,54.13973
8137-3703,1-338746,587737825136017501,116.85492,43.918606
8714-12704,1-339291,587737825137197396,118.79699,46.300304
8720-3704,1-351692,587737825138573546,121.429504,48.933784
8720-6101,1-351694,587737825138639138,121.418755,49.131283
8720-12705,1-351716,587737825138966858,122.07706,49.63348
8135-9101,1-338152,587737825670463835,112.97969,39.14014
8137-12701,1-338709,587737825672036652,115.166954,42.45393
8137-12704,1-338770,587737825672757616,116.33565,43.901833
8141-12701,1-338771,587737825673019583,116.732605,44.2657
8138-12705,1-339042,587737825673085190,116.913055,44.462788
8141-3702,1-339116,587737825673347365,117.241196,44.986115
8141-1901,1-339094,587737825673478200,117.472404,45.248493
8138-3703,1-339132,587737825673871436,117.95016,46.051987
8714-3702,1-339111,587737825673871478,117.96446,46.069427
8719-6103,1-351474,587737825674723557,119.62346,47.653126
8720-12703,1-351751,587737825675903269,121.61156,50.119698
8720-3703,1-351746,587737825676296419,122.510254,50.720844
8131-12705,1-338117,587737826207400028,112.55991,39.53345
8137-12702,1-338697,587737826209104228,115.01779,43.000908
8137-6101,1-338851,587737826209300696,115.252716,43.326126
8137-9101,1-338822,587737826209562984,115.63232,43.935516
8138-3702,1-339028,587737826209890568,116.09793,44.527737
8138-6103,1-339138,587737826210677010,117.31817,46.205017
8714-12703,1-339295,587737826211266784,118.43298,47.247974
8131-12702,1-338305,587737826744467712,112.36355,40.17097
8566-1902,1-338593,587737826745254240,113.41728,41.68527
8137-3702,1-574402,587737826746565044,115.3687,44.408802
8138-12703,1-339166,587737826747285688,116.389694,45.77234
8567-3701,1-351566,587737826748268814,118.10649,47.777985
8567-6104,1-351628,587737826748989659,119.33432,49.114048
8567-9102,1-351622,587737826749120723,119.52095,49.417927
8716-6101,1-351911,587737826750365862,122.03024,51.751316
8716-12702,1-352130,587737826750693674,122.680016,52.52215
8716-12705,1-352114,587737826750890172,123.15016,52.73419
8131-6101,1-338034,587737827280748888,111.090775,39.01901
8131-6104,1-338359,587737827281731947,112.41668,41.072308
8132-3704,1-338633,587737827282387034,113.25522,42.42511
8132-12703,1-338629,587737827282387313,113.26689,42.47244
8133-12704,1-338922,587737827283370238,114.7743,44.40288
8133-1902,1-338937,587737827283501457,114.941895,44.759052
8133-12703,1-338934,587737827283566877,114.961876,44.804337
8134-3704,1-338911,587737827283763601,115.23807,45.292194
8134-6101,1-339218,587737827284549931,116.577156,46.81759
8239-9101,1-339192,587737827284615473,116.74924,46.9715
8715-9102,1-378749,587737827286384870,119.69218,50.45972
8716-1902,1-351869,587737827287105845,121.09073,51.84556
8131-9102,1-377125,587737933044842843,112.22139,41.307796
8131-3703,1-377439,587737933044908095,112.16942,41.47301
8132-12702,1-377221,587737934118453302,110.88849,41.4349
8133-12705,1-377841,587738065652547883,113.74719,43.472527
8567-1901,1-351572,587738065655038001,117.54096,48.47889
8239-9102,1-351575,587738065655038173,117.405235,48.515682
8567-1902,1-351596,587738065655693498,118.57478,49.799522
8715-12705,1-378795,587738065655890131,118.925575,50.172783
8715-3701,1-378770,587738065655955724,119.11996,50.28787
8716-3701,1-605012,587738065657331957,121.547615,53.147377
8712-12701,1-379454,587738065657397323,121.700714,53.199635
8712-3704,1-379545,587738065657593902,122.245094,53.50987
8131-3702,1-377176,587738066187976989,111.51648,40.557934
8132-6101,1-548024,587738066188173451,111.73368,41.026684
8131-12703,1-377167,587738066188239063,111.67568,41.22345
8133-6104,1-377787,587738066189549983,113.593185,43.891266
8134-6102,1-378148,587738066190532935,114.92449,45.91261
8134-3703,1-378123,587738066190663755,115.03493,46.1723
8239-1902,1-378375,587738066191384958,116.115974,47.731064
8239-3704,1-378486,587738066191712583,116.59107,48.29683
8567-3702,1-378394,587738066192302360,117.42734,49.523064
8567-12703,1-378715,587738066192630151,118.32875,50.18553
8715-1901,1-378728,587738066192695586,118.19801,50.25113
8715-6101,1-379030,587738066193219798,119.10579,51.344566
8716-12703,1-379571,587738066194858239,122.4111,54.55216
8712-9101,1-379777,587738066195054746,122.76314,54.929066
8134-12702,1-378164,587738066727534662,114.45592,46.39765
8239-6101,1-378327,587738066728124806,115.30392,47.671543
8239-1901,1-378549,587738066728321347,115.669044,48.02217
8239-3701,1-378526,587738066728386743,115.93948,48.137074
8715-6103,1-379045,587738066730287472,118.87242,52.010525
8711-9102,1-379202,587738066730680654,119.79884,52.686943
8712-3701,1-379375,587738066730877087,119.89844,53.10021
8712-12702,1-379605,587738066731401297,121.128105,54.11173
8132-6102,1-377378,587738067262177725,111.13813,41.950615
8132-3703,1-377576,587738067262701895,111.60285,43.04855
8134-1901,1-378039,587738067264078211,113.400185,45.943363
8134-3702,1-378168,587738067264602380,114.309685,46.937504
8239-6103,1-378500,587738067265519905,115.67203,48.826046
8711-6102,1-378966,587738067267092695,118.1768,52.025623
8711-3701,1-379261,587738067267485773,118.805214,52.847076
8716-6103,1-379380,587738067267813567,119.627266,53.38832
8711-1901,1-379255,587738067804225696,118.26655,52.743195
8711-6103,1-379277,587738067804291270,118.1455,52.84684
8712-1901,1-379660,587738068342341714,119.97372,55.374825
8712-9102,1-379528,587738194505433276,123.23124,54.34161
8132-6104,1-377508,587738195036013005,112.428345,41.901207
8132-3701,1-377471,587738195036209542,112.64486,42.329063
8567-12704,1-378681,587738195039879438,118.1197,49.83869
8715-1902,1-378844,587738195040207153,118.89026,50.413094
8715-9101,1-379087,587738195040862528,119.91014,51.792362
8712-3703,1-379536,587738195042369644,122.82636,54.747864
8132-9101,1-377560,587738195572949357,111.938065,42.18069
8133-6101,1-377781,587738195573932351,113.35529,44.18647
8134-12705,1-378182,587738195574784405,114.67305,45.94366
8239-3703,1-378428,587738195576160387,116.52297,48.847958
8239-3702,1-378412,587738195576357133,116.887276,49.24677
8711-12705,1-378863,587738195577143434,118.41035,50.77357
8715-12703,1-378826,587738195577340086,118.625656,51.12144
8711-3704,1-379209,587738195577929894,119.62351,52.416965
8712-3702,1-379430,587738195578585347,120.99386,53.53831
8133-3701,1-377686,587738196110279031,112.07928,43.30211
8239-12701,1-378360,587738196112507221,115.38745,47.871
8239-12702,1-378479,587738196112900394,115.82119,48.666977
8711-9101,1-378881,587738196113883429,117.46845,50.771225
8711-1902,1-379008,587738196114669746,118.76127,52.227425
8711-6104,1-379243,587738196114866330,119.2374,52.666935
8711-12704,1-379216,587738196114866387,119.380714,52.68287
8711-12703,1-379241,587738196114931855,119.34465,52.712715
8712-1902,1-379387,587738196115259517,120.15134,53.45911
8712-6103,1-379410,587738196115390644,120.22971,53.670673
8712-12705,1-379741,587738196116111595,121.66474,55.147087
8133-9101,1-377679,587738196647281065,111.82386,43.784874
8133-3702,1-377990,587738196648001844,112.65463,45.212173
8134-3701,1-378237,587738196648526038,113.32665,46.34817
8134-1902,1-378276,587738196648984922,114.060196,47.339672
8134-12703,1-378271,587738196649312558,114.473694,47.957195
8711-6101,1-378957,587738196651147341,117.51109,51.659836
8712-12704,1-379708,587738196652982642,121.05484,55.39766
8132-1901,1-377617,587738197183758462,110.865845,43.051636
8134-12701,1-377978,587738197185200360,112.69862,46.010162
8711-12702,1-378903,587738197188018531,117.022705,51.944527
8711-3702,1-378910,587738197188215137,117.33784,52.35113
8712-6101,1-379291,587738197189001410,118.726944,53.84627
8712-12703,1-379653,587738197189853229,120.22186,55.563107
9491-12705,1-382748,587738371132817508,120.79645,19.259737
9490-1902,1-383017,587738371133276657,121.72045,19.859194
9490-3702,1-383025,587738371133276735,121.78558,19.88527
9491-9101,1-382505,587738371668902329,119.07686,18.505976
9491-6103,1-382848,587738371669033499,119.328705,18.790638
9491-1902,1-382793,587738371669426269,120.04224,19.234331
9490-12702,1-382980,587738371669950817,121.13745,19.851234
9490-12704,1-383648,587738371670475003,122.13567,20.537354
9494-3703,1-384486,587738371672965307,127.317955,23.80901
9501-6101,1-384726,587738371673620668,128.65157,24.46767
9492-6102,1-382349,587738372204855552,117.06618,17.602175
9492-12704,1-382459,587738372205445609,118.16985,18.374563
9491-12703,1-382465,587738372205838439,118.85968,18.975533
9491-1901,1-382806,587738372206231868,119.593864,19.506935
8939-12702,1-384038,587738372209049979,125.39503,23.206654
8939-9102,1-384065,587738372209312120,125.94448,23.589315
8939-12705,1-384548,587738372209573960,126.53558,23.739922
8939-6104,1-384621,587738372746838399,127.10575,24.62305
8446-1902,1-418253,587738572462161965,206.15433,37.171627
8446-12704,1-418252,587738572462162005,206.2029,37.163197
8330-12701,1-418626,587738572997918968,203.19635,38.089775
8330-6101,1-402487,587738572997984466,203.27504,37.966763
8330-3701,1-402454,587738572998049817,203.41377,38.028355
8330-12704,1-402467,587738573534920994,203.62468,38.29414
8330-3704,1-402436,587738574072119310,204.54387,38.66561
8330-3703,1-402609,587738574608793637,204.17812,39.205067
8447-1901,1-402649,587738574609186829,205.25163,39.056892
8330-1902,1-402656,587738574609186853,205.23103,38.87335
8330-1901,1-402576,587738575145402448,203.52571,39.688362
8447-12702,1-627377,587738575146516511,206.70578,39.0837
8554-9102,1-419607,587738615419961492,183.78914,36.33662
8554-1901,1-419555,587738615956504667,182.8714,36.788425
8554-9101,1-419450,587738616493178892,182.2828,37.110924
8150-9102,1-390389,587738617018122300,149.71387,32.07308
8554-12703,1-419504,587738617030180993,182.79314,37.515373
8944-12705,1-390054,587738618092126365,149.97084,33.10304
9505-1901,1-386727,587738946130018319,139.17128,29.339502
8944-3704,1-390056,587738946134409324,149.99037,33.415047
8944-12703,1-606955,587738946134802511,150.8834,33.756203
9492-9102,1-382306,587738946657059143,118.21369,17.56002
9490-1901,1-383667,587738946659221777,122.46516,20.429365
8939-6101,1-384547,587738946661318853,126.72921,23.232466
9502-12701,1-384507,587738946661581054,127.36401,23.507042
9502-12702,1-385135,587738946662367502,128.94153,24.452452
9502-12703,1-385099,587738946662629527,129.5456,24.895277
9501-1902,1-385052,587738946662695137,129.63466,24.89875
9501-3703,1-385051,587738946662695160,129.6932,24.870514
9501-9102,1-385547,587738946663022827,130.36774,25.234451
9500-9101,1-385361,587738946663416023,131.24448,25.739264
9506-3703,1-386322,587738946664792077,134.21394,27.270096
8987-12702,1-386453,587738946665644197,136.13817,28.349964
8987-3703,1-386452,587738946665709572,136.22833,28.384304
8987-3701,1-386605,587738946665709592,136.2499,28.347727
8987-3704,1-386264,587738946665709732,136.29485,28.285366
8987-12704,1-386836,587738946665971910,136.91245,28.63593
9505-9101,1-605709,587738946666692780,138.58273,29.545658
8150-12705,1-606079,587738946670297244,147.23769,33.043324
8943-12701,1-392720,587738946673705029,156.02504,35.81879
8943-6102,1-392649,587738946673967288,156.74637,35.955322
8943-3701,1-392636,587738946674163716,157.2736,35.975166
8943-3703,1-394326,587738946674491504,158.13179,36.36707
9492-12701,1-382648,587738947193536957,117.21674,17.356237
9492-6101,1-382326,587738947193602428,117.30054,17.566154
9492-12705,1-382322,587738947193733206,117.59539,17.645403
9502-9102,1-385129,587738947199434900,129.03088,25.112703
9501-9101,1-385101,587738947199500416,129.33598,25.154396
9501-1901,1-385109,587738947199566024,129.46637,25.301609
9501-3702,1-385080,587738947199631434,129.50565,25.327513
9501-12701,1-385070,587738947199762646,129.89348,25.477114
9506-12702,1-385950,587738947201401027,133.40642,27.47291
8987-3702,1-386430,587738947202515031,135.83713,28.696058
8987-12703,1-386847,587738947202842830,136.65771,29.069227
8150-6104,1-389509,587738947207364680,147.539,33.56933
8944-9102,1-390277,587738947208282197,149.90207,34.320217
9491-3702,1-382860,587738947731390712,118.90422,19.15505
9491-6104,1-382839,587738947731456247,118.96197,19.307217
9491-12704,1-382809,587738947731718562,119.53574,19.55014
8939-12701,1-383997,587738947734339744,124.70673,22.95455
8939-1902,1-384554,587738947735126259,126.39853,23.959183
9507-3704,1-385153,587738947736371401,128.95139,25.57532
9502-3702,1-385131,587738947736436979,129.17389,25.581984
9507-12704,1-605367,587738947736633359,129.60004,25.754532
9501-6104,1-385272,587738947736633610,129.66074,25.839193
9506-6101,1-385925,587738947738206336,133.02185,27.66427
8944-1901,1-389503,587738947744366692,147.63887,34.098988
8944-3701,1-390232,587738947744694408,148.4845,34.315353
8944-12704,1-391014,587738947745480825,150.64311,34.935844
8568-3701,1-392010,587738947747053616,154.63615,36.262154
8943-1901,1-392007,587738947747184643,154.97833,36.325745
8568-3702,1-392862,587738947747315821,155.35622,36.371006
8568-9101,1-392067,587738947747381302,155.58078,36.58303
8568-3704,1-392956,587738947747840017,156.79724,36.867455
8943-1902,1-394355,587738947748167710,157.69373,36.954636
9507-3701,1-384690,587738948272980252,128.22209,25.605934
9502-1901,1-385167,587738948273176787,128.62878,25.792158
9501-12703,1-385222,587738948273438913,129.17004,26.080133
8944-9101,1-389479,587738948281237577,147.54205,34.414898
8944-6102,1-390228,587738948281565233,148.32765,34.76474
8943-9101,1-392952,587738948284645503,156.40182,37.221436
8943-6103,1-392978,587738948284645567,156.57423,37.11549
8568-12701,1-392976,587738948821516523,156.4289,37.49755
8445-6101,1-399541,587738950420398103,204.00189,34.817966
8445-12702,1-399563,587738950420463675,204.17517,34.746265
8323-12703,1-591308,587738950954123377,195.41591,36.290188
8323-1901,1-410131,587738950954188813,195.47562,36.228733
8445-3702,1-399581,587738950957334559,204.28772,35.24783
8445-9101,1-409168,587738950957596806,204.9179,35.023384
8445-3701,1-409209,587738950957858835,205.64246,35.02033
8445-12705,1-409242,587738950957924460,205.8938,34.91384
8445-3704,1-409240,587738950958055464,206.2635,34.8781
8445-1901,1-409249,587738950958252244,206.8366,34.77444
8445-6103,1-418104,587738951494074581,204.10268,35.62805
8446-12701,1-418128,587738952030748864,203.63597,36.048176
8446-6102,1-418134,587738952030879886,203.88126,36.01473
8446-1901,1-418023,587738952568340551,205.7533,36.16565
8446-6104,1-410704,587738953105473604,206.54138,36.504383
8445-3703,1-410705,587738953105473700,206.55179,36.42667
8446-9102,1-410718,587738953105670275,207.07948,36.48965
8554-12702,1-419536,587739096451842155,182.72151,36.54578
8554-3702,1-419533,587739096451842194,182.66437,36.61449
8323-12704,1-405813,587739096456888435,196.89499,36.002903
8323-6103,1-405760,587739096993431681,196.10269,36.479984
9488-12704,1-384125,587739114164125945,126.54729,21.01742
9494-12701,1-412866,587739114164257103,126.91063,21.256777
9494-6101,1-412897,587739114164388122,127.11358,21.417229
9493-12704,1-385455,587739114166157512,130.81027,23.444254
9493-12703,1-385415,587739114166222971,131.0486,23.5347
9500-3704,1-386077,587739114167337025,133.46004,24.681904
9500-9102,1-386078,587739114167337329,133.54218,24.776749
9505-12701,1-387106,587739114169696532,138.8448,27.286644
9490-12705,1-412544,587739114699489440,123.21535,19.63551
9488-6101,1-384171,587739114700669220,125.64964,20.99616
9494-3701,1-384400,587739114701193380,126.75581,21.706772
9493-3704,1-384952,587739114702307349,129.1179,22.847462
9493-12705,1-385499,587739114702700843,129.99927,23.41355
9500-6101,1-386108,587739114704011396,132.83054,24.927929
9500-6102,1-386107,587739114704076851,132.89069,24.964626
9491-3704,1-383107,587739115235180592,120.5658,18.40231
9491-9102,1-382736,587739115235246565,120.67929,18.63191
9490-3701,1-383608,587739115236033054,122.35224,19.6282
9490-3704,1-383589,587739115236163680,122.51964,19.74559
9490-12703,1-383562,587739115236557231,123.51573,20.123226
9494-9102,1-384848,587739115238457419,127.43484,22.42441
9500-12705,1-564429,587739115240554898,131.94423,24.912825
9506-12705,1-386197,587739115241668907,134.46323,26.024519
9506-3704,1-386212,587739115241799883,134.64471,26.21175
9491-3701,1-382711,587739115771396707,119.10655,17.974054
9491-6101,1-382712,587739115771461676,119.17436,17.991184
9491-6102,1-382818,587739115771789948,119.93037,18.46771
9491-3703,1-383214,587739115772051760,120.40403,18.885159
9490-12701,1-382729,587739115772445136,121.24365,19.313362
9490-9102,1-383319,587739115773165897,122.560974,20.207253
9493-1901,1-384424,587739115776049227,128.65564,23.57331
9493-3702,1-384429,587739115776049345,128.6939,23.717428
9493-9101,1-384936,587739115776049478,128.71817,23.66795
9493-6103,1-384929,587739115776114764,128.87578,23.676205
9493-12702,1-384930,587739115776245970,129.01273,23.911854
9501-3704,1-385026,587739115776835600,130.35095,24.495075
8987-9101,1-386685,587739115779981440,137.44939,27.862331
8150-12701,1-389685,587739115783848091,146.70142,31.719555
9506-6102,1-386150,587739116315345022,133.75984,26.67534
8987-6103,1-386800,587739116316852406,137.26811,28.256676
9891-3701,1-373870,587739130814071035,228.45186,28.032972
8445-6102,1-409214,587739131341897957,205.65869,35.12129
9002-3701,1-373175,587739131348516948,222.8336,30.663834
9002-12702,1-373161,587739131348517199,222.81003,30.69223
9002-1902,1-373136,587739131348713518,223.21037,30.427126
9891-1902,1-373827,587739131351007431,228.78633,28.384977
8446-12702,1-418111,587739131878178998,204.10515,35.818333
8446-3701,1-418048,587739131878375458,204.60577,35.78944
8445-12704,1-409200,587739131879030966,206.51639,35.520348
8445-12703,1-409272,587739131879293108,207.12611,35.272743
8445-6104,1-410676,587739131879358491,207.30147,35.28471
9002-6102,1-373351,587739131885453626,223.25154,31.040344
9002-1901,1-373100,587739131885649936,223.61232,30.908493
9891-12704,1-373830,587739131887943986,229.14645,28.634634
9891-12705,1-374773,587739131888271411,229.84798,28.318207
8446-3702,1-418071,587739132415049958,204.22661,36.233673
8446-3704,1-418014,587739132415574142,205.54082,35.951702
9002-3704,1-373354,587739132422324409,223.40656,31.439259
9891-6104,1-374081,587739132424290453,228.0733,29.657196
9043-9101,1-632309,587739132425077042,230.11171,28.886354
9042-6102,1-375053,587739132426715536,233.84097,27.124664
8446-6103,1-418090,587739132951855318,204.09169,36.604286
8445-9102,1-418006,587739132952641653,206.29579,36.37623
9002-6104,1-373407,587739132959391956,224.0107,31.531548
9891-3703,1-374423,587739132961816588,229.81161,29.340017
9043-12702,1-632505,587739132962144505,230.61034,28.997732
9043-6103,1-374561,587739132962144527,230.63857,29.036476
9043-3702,1-374549,587739132962341219,231.15161,28.775015
9042-6103,1-375009,587739132962799921,232.15836,28.33328
9888-12705,1-375695,587739132964896855,236.90137,26.063786
8446-12703,1-418202,587739133488660640,204.0277,37.088062
8446-9101,1-418228,587739133489119316,205.33287,36.93522
9488-3702,1-384124,587739152819224754,126.21641,20.991217
9488-1901,1-412833,587739152819355856,126.409874,21.142536
9494-1902,1-412851,587739152819421477,126.55728,21.29992
9494-1901,1-384818,587739152820076643,127.89251,22.033691
9493-3701,1-384789,587739152820535512,128.84843,22.550049
9493-1902,1-413033,587739152821059620,129.96149,23.14336
9490-6102,1-383264,587739153354260851,122.127655,19.20848
9494-12702,1-605233,587739153356357925,126.52331,21.667574
9494-12703,1-384413,587739153356685469,127.068054,22.034752
9493-12701,1-384809,587739153357144319,128.19586,22.57657
9493-6102,1-384945,587739153357603086,129.1474,23.11957
9491-12701,1-382817,587739153890214288,119.944244,18.401772
9490-3703,1-383612,587739153891328327,122.296,19.660683
9490-6104,1-383292,587739153891721521,123.058975,20.314926
9488-6103,1-384344,587739153892769933,125.32913,21.446875
9494-12704,1-384396,587739153893425230,126.621574,22.26115
9494-3702,1-383782,587739153893490823,126.65295,22.422327
9494-9101,1-384872,587739153893753158,127.36028,22.743422
9490-6101,1-383208,587739154427674745,120.99482,19.364246
9501-12705,1-605418,587739154432327925,130.7195,25.07041
9505-9102,1-387014,587739156576403584,140.10884,27.49825
9505-1902,1-387045,587739157113274382,139.77733,27.91461
9505-6102,1-387081,587739157649948788,139.17783,28.054197
8150-3704,1-389730,587739157653684452,148.28592,31.43833
8150-9101,1-389743,587739157653880840,148.63673,31.606726
8987-9102,1-386695,587739158186360904,137.98349,27.89929
8150-1902,1-390521,587739158191276074,149.78127,32.519886
9500-1901,1-385623,587739158720544838,131.7254,25.370075
9500-1902,1-385715,587739158720872460,132.27054,25.858656
9500-12702,1-605504,587739158721003683,132.59831,25.954077
9506-1902,1-386154,587739158721462414,133.5751,26.506107
8987-1901,1-386263,587739158722576491,136.24005,27.727629
8987-1902,1-386670,587739158722969625,137.11942,27.992039
9505-12702,1-386735,587739158723494067,138.265,28.63544
9505-12704,1-387161,587739158723821707,139.07811,28.889109
8150-12704,1-390514,587739158728016014,149.41335,32.677853
9095-3701,1-376285,587739165700653215,242.28029,21.867731
9095-3704,1-376616,587739166237851766,243.35655,21.909426
9095-1902,1-376429,587739166774329517,242.63283,22.689684
9095-12705,1-376608,587739166774722848,243.58318,22.266102
8442-6104,1-415304,587739302611976358,200.10974,33.013626
8444-12705,1-626390,587739302612893789,202.68674,32.760765
8985-6103,1-420901,587739302613352540,203.78784,32.661503
8323-12701,1-591379,587739303147405394,196.37033,33.848778
8985-3702,1-420908,587739303150289026,204.08266,32.875122
8985-12703,1-420924,587739303150485606,204.55435,32.82288
8554-6101,1-419369,587739303679426592,182.85286,34.979332
8323-3702,1-402833,587739303683817512,195.11679,34.379684
8323-12705,1-624367,587739303684407495,196.7939,34.29803
8444-12703,1-422040,587739303686111335,201.4111,33.680435
8554-6102,1-414400,587739304216232052,182.78445,35.333008
8554-6104,1-419301,587739304216494104,183.52005,35.40788
8323-3703,1-402898,587739304221147220,196.4398,34.681103
8554-12701,1-419427,587739304752971884,182.28523,35.635822
8554-3703,1-419345,587739304753365001,183.3969,35.80017
8554-6103,1-419288,587739304753561743,183.99736,35.717377
8323-6104,1-405673,587739304758018175,196.4168,35.245785
8323-9102,1-405588,587739304758607991,198.07431,35.009842
8445-1902,1-409109,587739305298559057,206.66551,34.22454
8241-6103,1-460963,587739376157393047,126.13846,19.265282
9488-12705,1-412736,587739376694788571,127.00328,20.16688
9488-12703,1-605249,587739376694853843,127.03144,20.262138
9488-9101,1-412858,587739377231462759,126.32902,20.398115
9493-6101,1-413061,587739377233232125,130.18707,22.294464
9488-6102,1-384105,587739377768595732,126.66882,20.9674
9494-3704,1-384821,587739377769185428,128.0199,21.628637
9493-6104,1-413040,587739377770168518,130.04817,22.735874
9493-3703,1-385422,587739377770692612,131.12814,23.295618
9500-12701,1-605487,587739377771086110,132.1041,23.837206
9505-3701,1-413676,587739377774166103,139.1393,26.799513
9505-12705,1-387086,587739377774231706,139.23595,26.843813
9505-3704,1-387085,587739377774231715,139.28824,26.753653
9891-9102,1-436646,587739382065332383,228.17638,27.799564
8444-9102,1-421814,587739405714325521,201.08421,32.84812
8444-12702,1-421777,587739405714522309,201.64943,32.760887
8444-12704,1-421775,587739405714587770,201.76279,32.64937
8444-1901,1-420787,587739405714915441,202.62833,32.62369
8444-3703,1-420704,587739405715177675,203.31735,32.52186
8985-6102,1-420636,587739405715832939,205.07602,32.153137
8985-12704,1-420631,587739405715963991,205.3699,32.192574
8444-6103,1-625602,587739406250934472,200.44157,33.182808
8444-9101,1-421972,587739406251000007,200.64491,33.15714
8985-1902,1-420638,587739406252769353,205.389,32.432625
8323-6101,1-415476,587739406786494548,196.97838,34.08711
8323-1902,1-624448,587739406786494592,197.01735,34.00759
8241-1901,1-412631,587739407295119578,125.178406,19.440653
9488-12701,1-384095,587739407295840347,126.59007,20.2706
9488-9102,1-384100,587739407295905821,126.70406,20.364843
9488-3704,1-412880,587739407295905926,126.84293,20.311485
8323-6102,1-402872,587739407322775760,195.47527,34.758663
9488-3701,1-384097,587739407832777014,126.617096,20.721918
9488-12702,1-384128,587739407832842276,126.61123,20.79811
9488-1902,1-384110,587739407832973516,127.01167,20.996727
9488-3703,1-412892,587739407833039064,127.10675,20.95503
9493-9102,1-413103,587739407834808514,130.93324,22.962406
9505-6101,1-387035,587739407838740507,139.85437,26.908905
8554-3701,1-419380,587739407855190094,183.0079,35.404408
8554-3704,1-401052,587739407855779902,184.62323,35.62223
8554-12705,1-401919,587739407855910986,184.9326,35.507027
9505-12703,1-387016,587739408375742691,140.04031,27.28889
8554-1902,1-419351,587739408392126529,183.11331,35.883488
8323-9101,1-405698,587739408396714039,196.06334,35.415493
9891-6101,1-436574,587739408408772746,227.4812,28.382196
8322-6104,1-418974,587739504475898047,200.9371,30.476301
8322-12701,1-624909,587739505011720448,198.24281,31.258602
8322-6103,1-419067,587739505012178985,199.33875,31.059376
8442-12705,1-591588,587739505012179029,199.37895,31.096478
8322-12705,1-575232,587739505012834423,201.10594,30.959291
8442-9101,1-419151,587739505548918848,199.139,31.54642
8442-6102,1-419153,587739505548984324,199.21114,31.630672
8442-3704,1-419195,587739505549312120,200.09348,31.581184
8322-9102,1-419231,587739505549312215,200.21365,31.390772
8322-12703,1-419251,587739505549508852,200.70276,31.324417
8442-12701,1-409576,587739506085200045,197.66869,32.228256
8442-12704,1-419126,587739506085724292,198.9293,32.02644
8442-1902,1-419236,587739506086183084,200.29054,31.946327
8442-6101,1-419240,587739506086183086,200.27336,31.831316
8444-12701,1-421728,587739506086707369,201.65694,31.666801
8985-12701,1-421314,587739506087493770,203.73064,31.393492
8985-12702,1-415939,587739506087952525,204.85959,31.208012
8985-9101,1-416015,587739506088149084,205.35942,31.256174
8985-9102,1-416039,587739506088345739,205.87338,31.00324
8985-12705,1-408028,587739506088476779,206.24283,31.004683
8442-3703,1-421884,587739507159793836,200.04227,32.678635
8444-6102,1-421767,587739507160449083,201.74303,32.536484
8444-6104,1-420732,587739507161038996,203.24637,32.320442
8322-12702,1-401725,587739607559372861,200.0961,30.44473
8442-12702,1-419013,587739608095850538,199.08444,30.876886
8442-12703,1-625180,587739608632721533,199.17494,31.367315
8442-6103,1-409567,587739609169002516,197.58012,32.023403
8442-3702,1-419116,587739609169395810,198.6632,31.9204
8322-3703,1-421145,587739609170247740,200.92833,31.5155
8444-3701,1-419257,587739609170313328,201.1405,31.546406
8444-3704,1-421226,587739609170837620,202.45917,31.421007
8985-3701,1-591961,587739609171624027,204.62381,30.98688
8442-9102,1-625513,587739609706791059,200.22282,32.190765
8444-3702,1-421756,587739609707249828,201.40955,31.994083
8444-1902,1-420770,587739609707708510,202.50882,31.776709
8985-1901,1-421316,587739609708167218,203.85013,31.571445
8985-3703,1-415955,587739609708757018,205.32544,31.295172
8985-3704,1-408035,587739609709084708,206.20328,31.284012
8985-6104,1-627238,587739610245890153,206.19838,31.6157
